Study: 1.2.840.113704.1.111.9080.1103724250.1
184.35368687956364 235.09889428432496
183.60190602912274 236.10126875157948
182.85012517868182 236.60245598520675
182.34893794505456 237.35423683564767
181.8477507114273 238.1060176860886
181.09596986098637 238.60720491971585
180.09359539373185 238.85779853652946
179.34181454329092 239.60957938697038
178.59003369285003 239.60957938697038
177.58765922559547 239.60957938697038
176.83587837515455 239.86017300378404
175.83350390790002 239.86017300378404
174.83112944064547 239.86017300378404
173.5781613565773 239.86017300378404
172.8263805061364 239.86017300378404
171.5734124220682 239.86017300378404
170.57103795481368 239.86017300378404
169.81925710437275 239.86017300378404
168.81688263711823 239.86017300378404
167.81450816986367 239.86017300378404
166.81213370260912 239.86017300378404
165.8097592353546 239.86017300378404
164.80738476810004 239.86017300378404
163.80501030084548 239.86017300378404
162.80263583359095 239.60957938697038
161.8002613663364 239.35898577015672
161.0484805158955 239.10839215334312
160.04610604864095 238.85779853652946
159.29432519820003 238.3566113029022
158.54254434775913 238.3566113029022
157.7907634973182 237.85542406927493
156.78838903006368 237.60483045246133
156.03660817962276 237.35423683564767
155.28482732918187 236.8530496020204
153.78126562830005 236.35186236839314
152.2777039274182 235.60008151795222
151.02473584335004 234.8483006675113
149.52117414246823 233.84592620025677
149.01998690884096 233.09414534981585
148.26820605840004 232.59295811618858
147.2658315911455 231.84117726574766
146.26345712389096 231.0893964153068
145.76226989026367 230.33761556486587
145.01048903982277 229.58583471442495
144.25870818938188 228.58346024717042
143.25633372212732 227.8316793967295
142.75514648850003 226.82930492947497
142.00336563805917 226.07752407903405
141.50217840443187 225.0751496117795
140.49980393717732 223.82218152771134
139.99861670355006 222.81980706045675
139.24683585310913 221.5668389763886
138.74564861948187 220.8150581259477
137.74327415222734 218.8103091914386
137.24208691860008 217.80793472418407
136.7408996849728 216.8055602569295
136.2397124513455 215.80318578967496
135.73852521771823 215.05140493923406
134.98674436727734 214.0490304719795
134.7361507504637 213.2972496215386
134.7361507504637 212.54546877109772
133.98436990002278 211.2925006870295
133.98436990002278 210.03953260296134
133.48318266639552 208.03478366845223
133.23258904958186 207.28300281801134
133.23258904958186 206.53122196757045
133.23258904958186 205.77944111712952
133.23258904958186 205.0276602666886
133.48318266639552 204.2758794162477
133.98436990002278 203.5240985658068
134.7361507504637 203.02291133217955
135.48793160090463 203.02291133217955
136.49030606815916 203.5240985658068
137.24208691860008 203.77469218262044
137.99386776904095 204.2758794162477
139.24683585310913 204.77706664987497
140.24921032036372 205.52884750031586
141.25158478761824 206.28062835075679
142.00336563805917 207.53359643482497
142.50455287168643 208.2853772852659
143.25633372212732 209.53834536933408
143.75752095575461 210.5407198365886
144.25870818938188 211.7936879206568
145.01048903982277 212.79606238791132
145.2610826566364 213.54784323835224
146.26345712389096 214.80081132242043
146.5140507407046 215.55259217286132
147.51642520795912 216.55496664011588
148.0176124415864 217.3067474905568
148.5187996752137 218.0585283409977
149.52117414246823 219.31149642506585
150.0223613760955 220.06327727550678
151.02473584335004 220.56446450913404
151.52592307697734 221.31624535957496
152.52829754423186 222.06802621001586
153.78126562830005 223.32099429408407
155.5354209459955 224.82455599496586
156.28720179643642 225.32574322859313
157.54016988050458 226.07752407903405
159.0437315813864 226.82930492947497
159.79551243182732 227.33049216310224
160.5472932822682 227.8316793967295
161.54966774952277 228.08227301354316
163.30382306721822 228.33286663035676
164.30619753447274 228.58346024717042
165.30857200172733 228.83405386398402
166.31094646898185 228.83405386398402
167.06272731942278 228.83405386398402
167.81450816986367 228.83405386398402
168.56628902030457 228.83405386398402
170.06985072118638 228.33286663035676
170.8216315716273 228.08227301354316
171.82400603888186 227.33049216310224
172.8263805061364 227.07989854628858
173.82875497339094 226.5787113126613
174.58053582383184 225.8269304622204
175.33231667427276 225.32574322859313
175.5829102910864 224.57396237815223
176.08409752471366 223.57158791089768
176.3346911415273 222.3186198268295
176.3346911415273 221.5668389763886
176.3346911415273 220.56446450913404
176.3346911415273 219.56209004187951
176.3346911415273 218.55971557462496
176.3346911415273 217.80793472418407
176.3346911415273 217.05615387374314
176.3346911415273 216.05377940648862
175.83350390790002 215.05140493923406
175.5829102910864 213.79843685516587
175.33231667427276 213.04665600472498
175.33231667427276 212.29487515428406
175.33231667427276 211.54309430384313
175.33231667427276 210.79131345340224
175.33231667427276 210.03953260296134
175.33231667427276 209.28775175252042
175.33231667427276 208.5359709020795
175.33231667427276 207.7841900516386
175.33231667427276 207.0324092011977
175.33231667427276 206.28062835075679
175.33231667427276 205.52884750031586
175.33231667427276 204.77706664987497
175.33231667427276 204.02528579943407
175.33231667427276 203.27350494899318
175.33231667427276 202.52172409855228
175.33231667427276 201.76994324811136
174.58053582383184 201.5193496312977
173.82875497339094 201.01816239767044
173.5781613565773 200.2663815472295
nb_points_on_contour: 218
245.99971661571814 196.25688367821135
246.75149746615907 196.50747729502498
247.75387193341356 196.50747729502498
248.75624640066812 196.75807091183862
249.75862086792267 196.75807091183862
251.01158895199086 196.75807091183862
251.76336980243178 196.75807091183862
252.51515065287265 196.75807091183862
253.5175251201272 196.75807091183862
254.51989958738176 196.75807091183862
255.5222740546363 196.75807091183862
256.52464852189087 196.75807091183862
257.2764293723318 196.50747729502498
258.2788038395863 196.25688367821135
259.03058469002724 195.7556964445841
260.03295915728177 195.50510282777043
260.7847400077227 195.2545092109568
261.53652085816356 195.00391559414317
262.53889532541814 195.00391559414317
263.29067617585906 195.00391559414317
264.5436442599272 194.75332197732953
265.2954251103681 194.75332197732953
266.54839319443624 194.75332197732953
267.5507676616908 194.5027283605159
268.30254851213175 194.25213474370224
269.0543293625727 193.50035389326135
269.55551659619994 192.4979794260068
269.55551659619994 191.7461985755659
269.55551659619994 190.994417725125
269.55551659619994 190.24263687468408
269.0543293625727 189.24026240742955
268.5531421289454 188.237887940175
267.8013612785045 187.23551347292045
267.04958042806356 185.98254538885226
266.04720596080904 184.98017092159773
264.79423787674085 183.9777964543432
264.0424570262999 182.97542198708862
263.29067617585906 182.22364113664776
262.53889532541814 181.72245390302047
261.7871144749772 180.97067305257957
261.53652085816356 180.21889220213865
260.7847400077227 179.46711135169772
260.03295915728177 178.7153305012568
259.53177192365445 177.9635496508159
259.03058469002724 177.211768800375
258.7799910732136 176.4599879499341
258.2788038395863 175.7082070994932
258.02821022277266 174.9564262490523
258.02821022277266 174.20464539861138
258.02821022277266 173.45286454817045
258.02821022277266 172.70108369772956
258.02821022277266 171.94930284728866
258.5293974563999 171.19752199684774
259.53177192365445 170.44574114640682
260.28355277409537 169.69396029596592
261.28592724134995 169.19277306233866
262.0377080917908 168.94217944552503
262.78948894223174 168.44099221189776
263.79186340948627 168.1903985950841
264.79423787674085 167.68921136145684
266.04720596080904 167.4386177446432
266.79898681124996 167.4386177446432
268.0519548953181 166.93743051101592
269.30492297938633 166.68683689420232
270.55789106345446 166.43624327738866
271.81085914752265 166.43624327738866
272.5626399979636 166.43624327738866
273.81560808203176 166.43624327738866
274.5673889324727 166.43624327738866
275.3191697829136 166.43624327738866
276.07095063335447 166.43624327738866
276.82273148379534 166.43624327738866
277.8251059510499 166.43624327738866
278.8274804183045 166.43624327738866
279.82985488555903 166.43624327738866
281.08282296962716 166.68683689420232
281.8346038200681 166.68683689420232
282.586384670509 166.93743051101592
283.33816552094993 167.18802412782958
284.34053998820445 167.4386177446432
285.59350807227264 168.1903985950841
286.3452889227135 168.1903985950841
287.3476633899681 168.69158582871137
288.6006314740363 169.4433666791523
289.6030059412908 169.94455391277955
290.60538040854533 170.44574114640682
291.6077548757999 170.9469283800341
292.6101293430545 171.44811561366137
293.1113165766817 172.19989646410227
293.8630974271226 172.9516773145432
294.3642846607499 173.7034581649841
294.86547189437715 174.455239015425
295.6172527448181 175.45761348267956
296.369033595259 176.71058156674775
296.87022082888626 177.46236241718864
297.6220016793272 178.21414326762954
297.8725952961408 179.2165177348841
298.37378252976805 179.968298585325
298.87496976339537 180.7200794357659
299.125563380209 181.47186028620683
299.37615699702263 182.47423475346136
299.8773442306499 183.22601560390228
300.37853146427716 184.47898368797047
300.6291250810908 185.23076453841136
300.8797186979045 186.23313900566592
301.3809059315317 186.9849198561068
301.63149954834535 187.7367007065477
301.88209316515895 188.48848155698863
301.88209316515895 189.24026240742955
302.1326867819726 189.99204325787045
302.38328039878627 190.74382410831134
302.6338740155999 191.49560495875227
302.6338740155999 192.2473858091932
302.6338740155999 193.50035389326135
302.88446763241353 194.25213474370224
303.3856548660408 195.50510282777043
303.3856548660408 196.25688367821135
303.88684209966806 197.25925814546588
303.88684209966806 198.0110389959068
303.88684209966806 198.76281984634772
303.88684209966806 199.76519431360225
303.88684209966806 200.7675687808568
303.88684209966806 201.5193496312977
303.88684209966806 202.27113048173862
303.3856548660408 203.27350494899318
302.88446763241353 204.02528579943407
302.1326867819726 204.77706664987497
301.3809059315317 205.52884750031586
300.6291250810908 206.53122196757045
299.8773442306499 207.28300281801134
299.125563380209 207.7841900516386
298.12318891295445 208.5359709020795
297.3714080625135 209.28775175252042
296.61962721207266 209.53834536933408
295.86784636163173 209.78893898614768
295.1160655111908 210.03953260296134
294.3642846607499 210.29012621977498
293.612503810309 210.5407198365886
292.8607229598681 210.79131345340224
292.1089421094272 211.2925006870295
291.35716125898625 212.0442815374704
290.855974025359 212.79606238791132
290.855974025359 213.54784323835224
290.60538040854533 214.29962408879317
290.60538040854533 215.05140493923406
290.60538040854533 215.80318578967496
290.60538040854533 216.8055602569295
290.60538040854533 217.5573411073704
290.60538040854533 218.30912195781133
290.3547867917317 219.06090280825225
290.3547867917317 219.81268365869317
290.3547867917317 220.56446450913404
289.8535995581044 221.31624535957496
289.1018187076636 221.5668389763886
288.3500378572227 222.06802621001586
287.59825700678175 222.3186198268295
286.59588253952717 222.81980706045675
285.8441016890863 222.81980706045675
285.0923208386454 223.0704006772704
284.34053998820445 223.32099429408407
283.33816552094993 223.57158791089768
282.3357910536954 223.82218152771134
281.5840102032545 224.07277514452497
280.83222935281356 224.07277514452497
279.82985488555903 224.57396237815223
278.8274804183045 224.57396237815223
277.57451233423626 224.82455599496586
276.57213786698173 224.82455599496586
275.8203570165408 224.82455599496586
275.06857616609994 224.82455599496586
274.06620169884536 224.82455599496586
273.31442084840444 224.82455599496586
272.5626399979636 224.82455599496586
271.560265530709 224.82455599496586
270.30729744664086 224.4486655697454
269.0543293625727 224.07277514452497
268.30254851213175 224.07277514452497
267.5507676616908 223.82218152771134
266.29779957762264 223.57158791089768
265.5460187271818 223.32099429408407
264.79423787674085 223.0704006772704
263.29067617585906 222.56921344364315
262.2883017086045 222.3186198268295
261.28592724134995 221.81743259320223
260.53414639090903 221.5668389763886
259.53177192365445 221.06565174276133
258.7799910732136 220.56446450913404
258.02821022277266 220.06327727550678
257.2764293723318 219.81268365869317
256.52464852189087 219.31149642506585
255.77286767144994 218.55971557462496
254.7704932041954 217.80793472418407
254.0187123537545 216.8055602569295
253.01633788649994 215.80318578967496
252.26455703605902 214.80081132242043
251.76336980243178 214.0490304719795
251.2621825688045 213.2972496215386
251.01158895199086 212.29487515428406
250.5104017183636 211.2925006870295
250.0092144847363 210.29012621977498
249.75862086792267 209.28775175252042
249.50802725110904 208.5359709020795
249.00684001748175 207.7841900516386
248.75624640066812 206.78181558438408
248.25505916704086 206.03003473394318
247.75387193341356 205.27825388350226
247.50327831659993 204.52647303306134
247.0020910829727 203.77469218262044
246.5009038493454 203.02291133217955
246.25031023253177 202.27113048173862
245.49852938209088 201.5193496312977
245.24793576527722 200.7675687808568
244.9973421484636 200.0157879304159
244.9973421484636 199.264007079975
244.9973421484636 198.51222622953406
244.9973421484636 197.76044537909317
245.24793576527722 197.00866452865228
245.49852938209088 196.25688367821135
slice_number: 5
nb_points_on_contour: 324
173.5781613565773 206.03003473394318
174.3299422070182 205.52884750031586
175.33231667427276 205.0276602666886
176.3346911415273 204.2758794162477
177.0864719919682 203.5240985658068
177.58765922559547 202.52172409855228
178.08884645922274 201.76994324811136
178.3394400760364 201.01816239767044
178.59003369285003 200.0157879304159
178.59003369285003 199.01341346316133
178.59003369285003 198.26163261272043
178.59003369285003 197.50985176227954
178.59003369285003 196.50747729502498
178.59003369285003 195.50510282777043
178.59003369285003 194.5027283605159
178.59003369285003 193.24976027644772
178.59003369285003 192.4979794260068
178.3394400760364 191.7461985755659
178.3394400760364 190.74382410831134
178.3394400760364 189.99204325787045
178.08884645922274 189.24026240742955
177.58765922559547 188.48848155698863
177.0864719919682 187.7367007065477
176.58528475834095 186.9849198561068
176.08409752471366 186.23313900566592
175.83350390790002 185.481358155225
175.0817230574591 184.7295773047841
174.58053582383184 183.9777964543432
173.82875497339094 183.22601560390228
173.07697412295002 182.72482837027502
172.07459965569547 181.72245390302047
171.32281880525457 181.47186028620683
170.57103795481368 180.97067305257957
169.56866348755912 180.46948581895228
168.56628902030457 179.71770496851138
167.56391455305 178.96592411807046
166.81213370260912 178.4647368844432
166.31094646898185 177.71295603400227
165.55916561854093 177.211768800375
164.80738476810004 176.4599879499341
164.30619753447274 175.7082070994932
163.80501030084548 174.9564262490523
163.30382306721822 173.95405178179772
162.80263583359095 173.20227093135685
162.5520422167773 172.45049008091593
162.30144859996366 171.698709230475
161.8002613663364 170.9469283800341
161.29907413270914 169.94455391277955
161.0484805158955 169.19277306233866
160.5472932822682 168.44099221189776
159.79551243182732 167.4386177446432
159.54491881501366 166.68683689420232
159.29432519820003 165.9350560437614
158.54254434775913 165.18327519332047
158.2919507309455 164.43149434287957
158.04135711413187 163.67971349243868
158.04135711413187 162.92793264199776
158.2919507309455 162.17615179155683
158.79313796457276 161.42437094111594
159.54491881501366 161.1737773243023
160.29669966545458 160.67259009067502
161.29907413270914 160.42199647386138
162.05085498315003 159.92080924023412
163.30382306721822 159.92080924023412
164.5567911512864 159.6702156234205
165.55916561854093 159.6702156234205
166.31094646898185 159.6702156234205
167.06272731942278 159.6702156234205
167.81450816986367 159.6702156234205
169.06747625393186 159.6702156234205
169.81925710437275 159.6702156234205
170.57103795481368 159.6702156234205
171.32281880525457 159.6702156234205
172.07459965569547 159.6702156234205
173.07697412295002 159.6702156234205
174.07934859020457 160.17140285704775
175.0817230574591 160.17140285704775
175.83350390790002 160.42199647386138
177.0864719919682 160.67259009067502
178.08884645922274 161.1737773243023
178.84062730966366 161.42437094111594
179.8430017769182 161.67496455792957
180.5947826273591 161.67496455792957
181.34656347780003 162.17615179155683
182.09834432824093 162.4267454083705
182.85012517868182 162.67733902518412
183.60190602912274 163.1785262588114
184.60428049637727 163.42911987562502
185.3560613468182 163.93030710925228
186.10784219725912 164.18090072606594
187.11021666451364 164.43149434287957
187.86199751495457 165.18327519332047
188.61377836539546 165.68446242694773
189.36555921583638 166.18564966057502
190.11734006627728 166.68683689420232
190.86912091671817 167.18802412782958
191.6209017671591 167.93980497827047
192.62327623441365 168.94217944552503
193.37505708485455 169.94455391277955
193.8762443184818 170.69633476322048
194.62802516892273 171.44811561366137
195.37980601936366 172.19989646410227
196.38218048661818 173.20227093135685
196.88336772024545 173.95405178179772
197.63514857068637 174.70583263223864
198.13633580431363 175.7082070994932
199.1387102715682 176.71058156674775
199.8904911220091 177.71295603400227
200.39167835563634 178.4647368844432
200.89286558926364 179.2165177348841
201.64464643970453 180.21889220213865
202.14583367333182 180.97067305257957
202.89761452377272 181.9730475198341
203.64939537421364 182.97542198708862
204.6517698414682 183.72720283752955
205.40355069190906 184.47898368797047
206.15533154234998 185.23076453841136
206.40592515916362 185.98254538885226
206.9071123927909 186.9849198561068
207.6588932432318 187.7367007065477
208.1600804768591 188.48848155698863
208.1600804768591 189.24026240742955
208.66126771048636 190.24263687468408
208.9118613273 190.994417725125
208.9118613273 191.7461985755659
208.9118613273 192.4979794260068
208.9118613273 193.24976027644772
208.9118613273 194.25213474370224
208.66126771048636 195.2545092109568
208.66126771048636 196.0062900613977
208.41067409367272 197.00866452865228
208.1600804768591 197.76044537909317
207.6588932432318 198.76281984634772
207.6588932432318 199.51460069678862
207.40829962641817 200.2663815472295
206.9071123927909 201.26875601448407
206.40592515916362 202.27113048173862
206.15533154234998 203.02291133217955
205.65414430872272 203.77469218262044
205.15295707509543 204.52647303306134
204.6517698414682 205.27825388350226
204.1505826078409 206.03003473394318
203.64939537421364 206.78181558438408
203.14820814058635 207.7841900516386
202.64702090695909 208.5359709020795
202.14583367333182 209.28775175252042
201.64464643970453 210.03953260296134
201.14345920607727 210.79131345340224
200.64227197244998 211.54309430384313
200.14108473882274 212.54546877109772
199.63989750519545 213.2972496215386
199.1387102715682 214.29962408879317
198.88811665475455 215.3019985560477
198.38692942112726 216.05377940648862
198.13633580431363 216.8055602569295
197.63514857068637 217.80793472418407
197.38455495387274 218.55971557462496
197.38455495387274 219.31149642506585
196.88336772024545 220.06327727550678
196.6327741034318 221.06565174276133
196.13158686980455 221.81743259320223
195.88099325299092 222.81980706045675
195.37980601936366 223.57158791089768
194.87861878573636 224.3233687613386
194.3774315521091 225.0751496117795
194.12683793529547 225.8269304622204
193.37505708485455 226.5787113126613
193.12446346804091 227.33049216310224
192.62327623441365 228.08227301354316
192.12208900078636 229.08464748079768
191.87149538397273 229.8364283312386
191.6209017671591 230.83880279849313
191.1197145335318 231.59058364893406
190.61852729990457 232.34236449937492
190.3679336830909 233.09414534981585
189.86674644946365 233.84592620025677
189.61615283265002 234.5977070506977
189.11496559902272 235.34948790113856
188.61377836539546 236.10126875157948
188.1125911317682 236.8530496020204
187.61140389814094 237.85542406927493
187.11021666451364 238.60720491971585
186.8596230477 239.35898577015672
186.35843581407272 240.11076662059764
185.85724858044549 240.86254747103857
185.10546773000456 241.6143283214795
184.60428049637727 242.61670278873402
183.85249964593638 243.61907725598854
183.10071879549548 244.12026448961586
182.09834432824093 244.87204534005673
181.09596986098637 245.37323257368405
180.09359539373185 246.37560704093858
179.34181454329092 246.87679427456584
178.59003369285003 246.87679427456584
177.8382528424091 247.1273878913795
176.83587837515455 247.3779815081931
175.83350390790002 247.3779815081931
175.0817230574591 247.3779815081931
173.5781613565773 247.3779815081931
172.8263805061364 247.3779815081931
172.07459965569547 247.3779815081931
171.32281880525457 247.3779815081931
170.57103795481368 247.3779815081931
169.81925710437275 247.3779815081931
168.56628902030457 247.1273878913795
167.3133209362364 247.1273878913795
166.56154008579549 246.87679427456584
165.8097592353546 246.87679427456584
164.5567911512864 246.87679427456584
163.55441668403188 246.62620065775218
162.80263583359095 246.62620065775218
162.05085498315003 246.62620065775218
161.0484805158955 246.37560704093858
159.79551243182732 246.37560704093858
159.0437315813864 246.12501342412492
158.2919507309455 246.12501342412492
157.28957626369095 245.8744198073113
156.28720179643642 245.62382619049765
155.5354209459955 245.37323257368405
154.53304647874094 244.87204534005673
153.53067201148642 244.62145172324313
152.0271103106046 244.12026448961586
150.7741422265364 243.61907725598854
150.0223613760955 243.36848363917494
149.2705805256546 243.11789002236128
148.5187996752137 242.86729640554768
147.76701882477278 242.61670278873402
147.01523797433185 242.11551555510675
146.26345712389096 241.8649219382931
145.2610826566364 241.36373470466583
144.5093018061955 240.61195385422496
143.75752095575461 239.86017300378404
143.0057401053137 239.35898577015672
142.25395925487277 239.10839215334312
141.50217840443187 238.60720491971585
140.75039755399098 238.1060176860886
139.99861670355006 237.35423683564767
139.24683585310913 236.8530496020204
138.2444613858546 236.35186236839314
137.49268053541368 235.85067513476582
136.49030606815916 235.34948790113856
135.73852521771823 235.09889428432496
134.48555713365005 234.5977070506977
133.48318266639552 234.34711343388403
132.23021458232733 233.84592620025677
131.4784337318864 233.09414534981585
130.72665288144555 232.59295811618858
129.97487203100462 232.09177088256132
129.72427841419096 231.0893964153068
129.2230911805637 230.33761556486587
128.97249756375007 229.58583471442495
128.72190394693644 228.83405386398402
128.72190394693644 228.08227301354316
128.4713103301228 227.07989854628858
128.4713103301228 226.32811769584765
128.4713103301228 225.32574322859313
128.4713103301228 224.3233687613386
128.22071671330917 223.57158791089768
128.22071671330917 222.81980706045675
128.22071671330917 222.06802621001586
127.97012309649553 221.31624535957496
127.97012309649553 220.56446450913404
127.97012309649553 219.81268365869317
127.97012309649553 219.06090280825225
127.97012309649553 218.30912195781133
127.97012309649553 217.5573411073704
127.97012309649553 216.8055602569295
127.97012309649553 216.05377940648862
128.97249756375007 215.55259217286132
130.47605926463189 215.3019985560477
131.2278401150728 215.3019985560477
132.480808199141 215.05140493923406
132.480808199141 214.29962408879317
132.98199543276826 213.54784323835224
133.73377628320915 213.54784323835224
134.48555713365005 213.2972496215386
134.98674436727734 212.54546877109772
135.73852521771823 212.54546877109772
136.7408996849728 212.29487515428406
137.49268053541368 212.0442815374704
138.49505500266824 212.0442815374704
139.4974294699228 211.7936879206568
140.24921032036372 211.7936879206568
141.00099117080458 211.54309430384313
142.00336563805917 211.2925006870295
143.0057401053137 211.04190707021587
143.75752095575461 211.04190707021587
144.5093018061955 210.79131345340224
145.2610826566364 210.5407198365886
146.26345712389096 210.29012621977498
147.01523797433185 210.29012621977498
148.0176124415864 210.29012621977498
148.7693932920273 210.29012621977498
149.52117414246823 210.29012621977498
150.27295499290915 210.29012621977498
151.27532946016368 210.03953260296134
152.0271103106046 210.03953260296134
154.03185924511368 210.03953260296134
154.78364009555457 210.03953260296134
155.5354209459955 210.03953260296134
156.53779541325005 210.03953260296134
157.54016988050458 210.03953260296134
158.54254434775913 210.03953260296134
159.79551243182732 210.03953260296134
160.79788689908185 210.03953260296134
161.8002613663364 209.78893898614768
162.80263583359095 209.78893898614768
163.55441668403188 209.53834536933408
164.5567911512864 209.53834536933408
165.30857200172733 209.28775175252042
166.56154008579549 208.78656451889316
167.56391455305 208.5359709020795
168.31569540349093 208.2853772852659
168.81688263711823 207.53359643482497
169.06747625393186 206.78181558438408
169.06747625393186 206.03003473394318
170.06985072118638 205.52884750031586
170.8216315716273 205.52884750031586
171.5734124220682 205.52884750031586
172.32519327250913 205.52884750031586
173.07697412295002 205.52884750031586
173.82875497339094 205.52884750031586
174.58053582383184 205.52884750031586
175.33231667427276 205.52884750031586
nb_points_on_contour: 238
237.47953364405453 187.23551347292045
238.48190811130905 187.98729432336137
239.48428257856358 188.48848155698863
240.48665704581813 188.9896687906159
241.4890315130727 189.74144964105682
243.49378044758177 190.49323049149774
